#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="YuleModel.t:anthus_aco" spec="beast.evolution.speciation.YuleModel">
#            <parameter id="birthRate.t:anthus_aco" name="birthDiffRate">1.0</parameter>
#            <tree id="Tree.t:anthus_aco">
#                <taxonset id="TaxonSet.anthus_aco" spec="beast.evolution.alignment.TaxonSet">
#                </taxonset>
#            </tree>
#        </distribution>
#        <prior id="YuleBirthRatePrior.t:anthus_aco" name="distribution" x="@birthRate.t:anthus_aco">
#            <Uniform id="Uniform.100" name="distr" upper="Infinity"/>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution" useThreads="true">
#        <distribution data="@anthus_aco" id="treeLikelihood.anthus_aco" spec="beast.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:anthus_aco">
#            <siteModel id="SiteModel.s:anthus_aco" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:anthus_aco" name="mutationRate">1.0</parameter>
#                <parameter estimate="false" id="gammaShape.s:anthus_aco" name="shape">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:anthus_aco" lower="0.0" name="proportionInvariant" upper="1.0">0.0</parameter>
#                <substModel id="JC69.s:anthus_aco" spec="beast.evolution.substitutionmodel.JukesCantor"/>
#            </siteModel>
#            <branchRateModel id="StrictClock.c:anthus_aco" spec="beast.evolution.branchratemodel.StrictClockModel">
#                <parameter estimate="false" id="clockRate.c:anthus_aco" name="clock.rate">1.0</parameter>
#            </branchRateModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood	TreeHeight	YuleModel	birthRate
63000	-1763.4603318667102	-1860.7049122779015	97.24458041119122	-1860.7049122779015	0.012312348763785598	97.24458041119122	317.54149638950605
64000	-1770.3575213121048	-1861.5238361117163	91.16631479961143	-1861.5238361117163	0.014884109108208997	91.16631479961143	231.70811553394574
65000	-1764.707225439547	-1858.271887894487	93.56466245493995	-1858.271887894487	0.010781710608520905	93.56466245493995	215.57098735204428
66000	-1760.8476528263523	-1858.5475786822963	97.69992585594412	-1858.5475786822963	0.011926448756648599	97.69992585594412	312.2429650632987
67000	-1762.9821635201063	-1861.3700233850782	98.387859864972	-1861.3700233850782	0.009278228419788358	98.387859864972	296.7277711438318
68000	-1765.2411774464704	-1859.640998325104	94.39982087863366	-1859.640998325104	0.013662718390586246	94.39982087863366	190.35285026577404
69000	-1756.7127304162557	-1857.2833962045993	100.57066578834353	-1857.2833962045993	0.010836379505205844	100.57066578834353	285.5912155640386
70000	-1759.105448519141	-1858.165821815649	99.060373296508	-1858.165821815649	0.00934591464990276	99.060373296508	301.8459089172405
71000	-1764.8593301596547	-1857.1811844751724	92.32185431551757	-1857.1811844751724	0.012472351404586442	92.32185431551757	264.2509705705253
72000	-1765.9018798955844	-1860.564775817752	94.66289592216765	-1860.564775817752	0.013467777186725854	94.66289592216765	207.38383888040622
73000	-1769.8025514713968	-1862.0129778885287	92.21042641713198	-1862.0129778885287	0.015430606781355717	92.21042641713198	225.07583680758557
74000	-1762.7939736200944	-1860.6034997938468	97.80952617375239	-1860.6034997938468	0.010466168722736664	97.80952617375239	263.803057324553
75000	-1763.9823201370548	-1857.8411974804055	93.85887734335068	-1857.8411974804055	0.013030673200622308	93.85887734335068	188.0459692766095
76000	-1759.8183857616525	-1861.2605043331853	101.44211857153282	-1861.2605043331853	0.009995358022692104	101.44211857153282	409.8693287373809
77000	-1762.292192450485	-1862.8436062498893	100.55141379940436	-1862.8436062498893	0.010067219200625881	100.55141379940436	353.04885668551185
78000	-1762.6338113381073	-1860.4511938774433	97.81738253933602	-1860.4511938774433	0.01245556254094345	97.81738253933602	250.9548284607567
79000	-1771.1571656250721	-1862.3843303042593	91.22716467918711	-1862.3843303042593	0.01259761606573877	91.22716467918711	153.90448310731554
80000	-1758.0897016957408	-1858.6268970699427	100.5371953742019	-1858.6268970699427	0.011168550880136506	100.5371953742019	288.8643377725197
81000	-1761.9538725103725	-1856.0733920006644	94.11951949029188	-1856.0733920006644	0.013597350490839683	94.11951949029188	285.1486699878632
82000	-1760.8541474984509	-1859.0735059839421	98.2193584854914	-1859.0735059839421	0.012608084405730928	98.2193584854914	300.7452410846932
83000	-1766.8534436884167	-1866.1752761998487	99.32183251143188	-1866.1752761998487	0.012836453639225195	99.32183251143188	299.54849860112233
84000	-1768.7340140383958	-1864.4748787949004	95.7408647565047	-1864.4748787949004	0.014350611350974695	95.7408647565047	281.7026316554517
85000	-1763.3252375355885	-1858.865256957633	95.54001942204437	-1858.865256957633	0.013122124711326375	95.54001942204437	261.77992110704434
86000	-1764.1431569690083	-1865.1781292734681	101.0349723044598	-1865.1781292734681	0.009562768023318494	101.0349723044598	295.94498577893916
87000	-1766.5332517294867	-1860.0086523790092	93.47540064952244	-1860.0086523790092	0.013160590009944335	93.47540064952244	235.48890558001534
88000	-1760.8165668375684	-1860.6741055110806	99.85753867351218	-1860.6741055110806	0.01027919014161869	99.85753867351218	318.72246227176174
89000	-1763.2778909847734	-1859.811637774697	96.53374678992344	-1859.811637774697	0.01092265212587451	96.53374678992344	302.8082414889404
90000	-1762.292604581109	-1860.4270531861523	98.13444860504342	-1860.4270531861523	0.011807796752853964	98.13444860504342	259.6791778161214
91000	-1764.7605563097006	-1860.1326577479606	95.37210143825988	-1860.1326577479606	0.015765736265849473	95.37210143825988	340.84294388578235
92000	-1767.2903192695567	-1860.4884639493841	93.19814467982741	-1860.4884639493841	0.014603630080477078	93.19814467982741	267.8326001455421
93000	-1764.700187032618	-1862.9983843423122	98.29819730969426	-1862.9983843423122	0.010622189530564827	98.29819730969426	268.86378927365587
94000	-1764.9255221673766	-1860.2604221384313	95.33489997105482	-1860.2604221384313	0.013004711782311017	95.33489997105482	268.18880910684584
95000	-1768.2268861243583	-1868.0328633201837	99.80597719582543	-1868.0328633201837	0.00980530066287453	99.80597719582543	293.60378602048377
96000	-1760.786466996853	-1856.3304052695466	95.54393827269367	-1856.3304052695466	0.01405629814357341	95.54393827269367	249.3988800596929
97000	-1760.6896592360179	-1861.2000022281327	100.51034299211479	-1861.2000022281327	0.01047225011924889	100.51034299211479	319.94959570569137
98000	-1761.5905516743433	-1860.5762735635221	98.98572188917893	-1860.5762735635221	0.010572955114742731	98.98572188917893	357.25979039424004
99000	-1764.874330662207	-1861.0592696960705	96.18493903386342	-1861.0592696960705	0.013026007625934992	96.18493903386342	253.71939469805295
100000	-1762.727850034076	-1859.43148581906	96.70363578498407	-1859.43148581906	0.012195679128162872	96.70363578498407	277.3079359268749
101000	-1763.0033714587967	-1858.277077921337	95.27370646254036	-1858.277077921337	0.013038976941714625	95.27370646254036	232.11502840267187
102000	-1764.884635468042	-1858.6111579540975	93.72652248605544	-1858.6111579540975	0.014153935367456358	93.72652248605544	196.82960864066297
103000	-1766.5014758363811	-1863.401514149375	96.90003831299391	-1863.401514149375	0.011831100879048892	96.90003831299391	298.0809771579961
104000	-1765.5392913005785	-1863.4854253574947	97.94613405691615	-1863.4854253574947	0.011326443927227835	97.94613405691615	235.5133431377037
105000	-1758.3734681802862	-1854.703939602513	96.33047142222686	-1854.703939602513	0.013889067954606073	96.33047142222686	251.03544385163895
106000	-1766.1873732393321	-1863.6810643038968	97.49369106456477	-1863.6810643038968	0.010903916693359288	97.49369106456477	381.0863160199947
107000	-1762.0497365896986	-1857.0305294509023	94.9807928612037	-1857.0305294509023	0.013409000183784475	94.9807928612037	308.73603903943246
108000	-1764.3586457264494	-1858.4969807895	94.13833506305049	-1858.4969807895	0.012230495495866422	94.13833506305049	289.0714516451323
109000	-1760.7764376877137	-1858.987143154444	98.21070546673042	-1858.987143154444	0.011751554193234967	98.21070546673042	207.7203623406135
110000	-1766.543618084549	-1858.431532117311	91.887914032762	-1858.431532117311	0.013361918691189788	91.887914032762	151.90209355534958
111000	-1757.9897307434942	-1855.3289848947625	97.33925415126834	-1855.3289848947625	0.011233486379411916	97.33925415126834	373.97091174688734
112000	-1761.4533829718698	-1854.123434922646	92.67005195077631	-1854.123434922646	0.014974345478055229	92.67005195077631	279.23200088137656
113000	-1766.6826259091713	-1862.2478759894955	95.56525008032415	-1862.2478759894955	0.011051690815198703	95.56525008032415	423.2021271770395
114000	-1760.838317556981	-1858.6743804402936	97.8360628833124	-1858.6743804402936	0.011019453386761196	97.8360628833124	281.2710119705238
115000	-1770.8501124248003	-1864.3327386919614	93.48262626716112	-1864.3327386919614	0.014294107719641966	93.48262626716112	287.7001198391457
116000	-1760.321420180947	-1857.0975361530427	96.77611597209578	-1857.0975361530427	0.012784528186407558	96.77611597209578	250.7293202394624
117000	-1767.6710726723607	-1862.403158613232	94.73208594087139	-1862.403158613232	0.010662435370009033	94.73208594087139	296.47285084707596
118000	-1766.5995626985123	-1862.585001151745	95.98543845323275	-1862.585001151745	0.010018484579248157	95.98543845323275	267.8008769843819
119000	-1769.049052884644	-1860.7822041140412	91.73315122939711	-1860.7822041140412	0.012559747706019255	91.73315122939711	194.63434302409465
120000	-1768.4932813636242	-1865.6660885608526	97.17280719722851	-1865.6660885608526	0.012909340126194283	97.17280719722851	289.94984953105524
121000	-1767.0635532070658	-1862.1532506754752	95.08969746840947	-1862.1532506754752	0.011919935729135855	95.08969746840947	231.2459192292567
122000	-1776.4719347250316	-1865.0251452471075	88.55321052207601	-1865.0251452471075	0.01555646588861836	88.55321052207601	224.96611677328832
123000	-1761.8763538662379	-1857.0055425213247	95.12918865508678	-1857.0055425213247	0.013386067428216599	95.12918865508678	255.1040156120479
124000	-1770.2031312543568	-1861.2259794608162	91.0228482064595	-1861.2259794608162	0.01811634522183567	91.0228482064595	154.11828058322564
125000	-1758.3473952655468	-1856.0343754002417	97.68698013469486	-1856.0343754002417	0.012698940014734364	97.68698013469486	323.98931309975615
126000	-1757.3431082677894	-1857.485750683973	100.14264241618376	-1857.485750683973	0.010185767043141131	100.14264241618376	303.3086809643568
127000	-1760.1917278875085	-1859.3167207617894	99.12499287428086	-1859.3167207617894	0.011685102155337307	99.12499287428086	271.8105136696124
128000	-1763.155582062952	-1859.2434100765101	96.08782801355815	-1859.2434100765101	0.011317598810222582	96.08782801355815	245.4353502522759
129000	-1770.003842419483	-1865.672874108822	95.66903168933919	-1865.672874108822	0.009151252356367181	95.66903168933919	230.8301507027785
130000	-1760.2649540214272	-1857.0029006796626	96.73794665823529	-1857.0029006796626	0.012551321967979008	96.73794665823529	285.69009968908665
131000	-1762.4870137594085	-1858.3431486414313	95.85613488202276	-1858.3431486414313	0.0110750225448779	95.85613488202276	266.5492254829011
132000	-1762.9962492522616	-1860.8563502822628	97.86010103000122	-1860.8563502822628	0.013210545212484427	97.86010103000122	334.1513222725386
133000	-1764.1010640767938	-1857.7847958355717	93.68373175877792	-1857.7847958355717	0.015026065590579958	93.68373175877792	224.81973946717048
134000	-1771.9229413641538	-1865.4894301199067	93.56648875575299	-1865.4894301199067	0.014301089790663435	93.56648875575299	238.19598385492998
135000	-1771.4776613550425	-1863.5545316864836	92.07687033144101	-1863.5545316864836	0.015608416687123226	92.07687033144101	187.49445079551575
136000	-1771.7619830853876	-1866.6366200486993	94.87463696331169	-1866.6366200486993	0.013532626553209099	94.87463696331169	281.225270875298
137000	-1764.0316120229022	-1859.0272442537344	94.99563223083219	-1859.0272442537344	0.011283128765524598	94.99563223083219	299.8420846794599
138000	-1758.4300026180408	-1855.8007435974764	97.37074097943571	-1855.8007435974764	0.013825662442813115	97.37074097943571	304.88405209866846
139000	-1766.7236233478222	-1864.1721150907572	97.44849174293492	-1864.1721150907572	0.013679246275204237	97.44849174293492	373.2413379896957
140000	-1757.4109603119448	-1856.5677029783394	99.15674266639469	-1856.5677029783394	0.011804019615112403	99.15674266639469	323.6955333708348
141000	-1770.093432968879	-1861.2019268835352	91.10849391465615	-1861.2019268835352	0.013551607785040228	91.10849391465615	197.560301173255
142000	-1758.4076716300667	-1855.202876757672	96.79520512760516	-1855.202876757672	0.013356369739304163	96.79520512760516	291.240739704796
143000	-1758.6933397072612	-1854.1699016781035	95.4765619708423	-1854.1699016781035	0.014535443600991375	95.4765619708423	297.0373836676136
144000	-1756.4375040219952	-1854.998571467314	98.56106744531861	-1854.998571467314	0.010212970604401721	98.56106744531861	318.39749969360577
145000	-1763.674778274202	-1863.2609647699458	99.58618649574375	-1863.2609647699458	0.012613476622679571	99.58618649574375	353.8004726163814
146000	-1762.9328959938866	-1857.1539034450825	94.2210074511959	-1857.1539034450825	0.012875038769842098	94.2210074511959	336.4651173111496
147000	-1764.2103159772328	-1862.36691246659	98.15659648935736	-1862.36691246659	0.010071560759778348	98.15659648935736	425.7544516584794
148000	-1771.11927141769	-1862.111704056005	90.99243263831504	-1862.111704056005	0.015284217368501095	90.99243263831504	292.22238425285275
149000	-1762.7512507161443	-1858.9794367199408	96.22818600379661	-1858.9794367199408	0.013936967919033715	96.22818600379661	297.8590967135541
150000	-1767.3983607916214	-1862.4563163375867	95.05795554596526	-1862.4563163375867	0.011642489050177687	95.05795554596526	252.1160405851259
151000	-1766.450308692037	-1858.5913111948018	92.14100250276496	-1858.5913111948018	0.01526957651135417	92.14100250276496	349.67464609661477
152000	-1765.3644547597014	-1861.1353326357857	95.77087787608436	-1861.1353326357857	0.009296112615031467	95.77087787608436	213.01521709077144
153000	-1761.2726591614908	-1859.4996665266094	98.22700736511871	-1859.4996665266094	0.011666546984279616	98.22700736511871	274.39079019303796
154000	-1763.3952404247739	-1860.7045071431744	97.30926671840056	-1860.7045071431744	0.010241081068541366	97.30926671840056	348.663941944944
155000	-1769.5521273305749	-1861.50461539175	91.95248806117506	-1861.50461539175	0.012575816514268302	91.95248806117506	250.12455128055845
156000	-1766.25342043446	-1860.7807330473872	94.52731261292719	-1860.7807330473872	0.01072482630990412	94.52731261292719	206.1431104958578
157000	-1768.9499261363967	-1859.3982261233793	90.44829998698266	-1859.3982261233793	0.016089103531251803	90.44829998698266	239.27630778045534
158000	-1767.463704694831	-1859.588377372719	92.12467267788787	-1859.588377372719	0.013353022109769012	92.12467267788787	210.57196148202127
159000	-1769.0680734741045	-1859.8080313916073	90.73995791750289	-1859.8080313916073	0.013288664857163809	90.73995791750289	150.35953271413052
160000	-1769.6974848183513	-1860.4642545910986	90.76676977274721	-1860.4642545910986	0.014486766798212838	90.76676977274721	336.30206236705345
161000	-1763.227222952627	-1859.4721811995698	96.24495824694273	-1859.4721811995698	0.013859358323230082	96.24495824694273	289.3584665386653
162000	-1764.2997052290016	-1859.1812932613125	94.88158803231093	-1859.1812932613125	0.01381882804807908	94.88158803231093	228.11685418789463
163000	-1761.092012413477	-1858.2766963765916	97.18468396311451	-1858.2766963765916	0.011767450554258423	97.18468396311451	295.0776740742134
164000	-1763.3792123441474	-1859.049960763355	95.67074841920768	-1859.049960763355	0.011035892788974952	95.67074841920768	222.4434612195783
165000	-1761.6940409411684	-1861.7838308021874	100.08978986101899	-1861.7838308021874	0.009926300947486392	100.08978986101899	266.09591236943936
166000	-1765.4500481292216	-1859.8463764955566	94.39632836633504	-1859.8463764955566	0.012211548749551306	94.39632836633504	350.54985731147815
167000	-1761.6615970371245	-1858.2298511388847	96.56825410176012	-1858.2298511388847	0.011284172447633025	96.56825410176012	383.0841938393624
168000	-1763.2020718136662	-1861.0227725991626	97.82070078549646	-1861.0227725991626	0.014397383532605976	97.82070078549646	311.96494358346484
169000	-1756.7461239362544	-1856.929870114621	100.18374617836672	-1856.929870114621	0.011313648217210004	100.18374617836672	285.2298688255618
170000	-1761.8110983014294	-1858.457453391509	96.6463550900797	-1858.457453391509	0.011170676251940573	96.6463550900797	273.2453916173145
171000	-1766.541258742285	-1864.4578782639044	97.91661952161948	-1864.4578782639044	0.01211343274401379	97.91661952161948	274.91216738010684
172000	-1768.8077091980601	-1859.2953561064244	90.4876469083643	-1859.2953561064244	0.013429605075490621	90.4876469083643	211.59589329902727
173000	-1764.2136667841614	-1857.5319264972686	93.3182597131071	-1857.5319264972686	0.012861727011436602	93.3182597131071	489.1169698732067
174000	-1758.9393388061083	-1855.055403910564	96.11606510445593	-1855.055403910564	0.014188212596415554	96.11606510445593	313.2411417618783
175000	-1769.016942886844	-1865.72407590906	96.70713302221617	-1865.72407590906	0.011511905582251434	96.70713302221617	254.03121306613428
176000	-1760.1756851327393	-1858.9122535726349	98.73656843989548	-1858.9122535726349	0.011449534607917727	98.73656843989548	354.6816700762768
177000	-1763.4151161833297	-1860.4675728829027	97.05245669957301	-1860.4675728829027	0.009751469472503884	97.05245669957301	335.2651995310616
178000	-1758.6887613638648	-1856.2878418966627	97.59908053279777	-1856.2878418966627	0.012123645783992195	97.59908053279777	236.0008797758963
179000	-1765.373899468989	-1858.7222305727992	93.34833110381005	-1858.7222305727992	0.01214453090111668	93.34833110381005	239.2030910028683
180000	-1759.286138793569	-1854.691618701138	95.40547990756889	-1854.691618701138	0.015344867662007496	95.40547990756889	258.62368285815256
181000	-1756.4895328551406	-1856.3914601318754	99.90192727673487	-1856.3914601318754	0.012009763154504072	99.90192727673487	278.86286888860207
182000	-1762.3452884311732	-1856.787000401755	94.44171197058185	-1856.787000401755	0.013271890386209033	94.44171197058185	350.9255551141867
183000	-1763.801884807423	-1862.4990222915353	98.69713748411223	-1862.4990222915353	0.008680390010824364	98.69713748411223	333.48536806701145
184000	-1762.0827837194668	-1860.2643414694621	98.18155774999542	-1860.2643414694621	0.011006690848191806	98.18155774999542	311.1866287562387
185000	-1765.318322456137	-1862.745670757945	97.427348301808	-1862.745670757945	0.01074180649349406	97.427348301808	242.16722991315635
